_id,followers,location,screen_name,verified,long,lat
88893534,232,Spagna,paolosapio,False,-3.68946369,40.41287272
126985467,530,Sabadell,albert_llorens,False,2.19559,41.39793
194338530,1136,España,todloquemellama,False,-1.1303,37.9861
633943468,132,"Hospitalet, Barcelona",globos_rocxy,False,2.12737572,41.36314109
148076807,515,"19.447297,-70.678351",eugenio_sky,False,-3.68506,40.42717
1704567841,8536,Madrid,Organicmens,False,-3.6982600000000003,40.42297
117516117,200,MADRID,jerikhexum,False,-5.9956932,37.3732152
854798686748069888,335,"San Bartolomé de Tirajana, Esp",EliadCosta,False,-15.5822508,27.75830761
385309654,73,"Estaziño 5, Eibar",burbusymas,False,-2.46636,43.18634
79192434,5734,Barakaldo,barakaldodigita,False,-2.99046693,43.29607358
215661586,2111,Madrid,davidah98,False,-3.58521701,40.46215278
487674586,371,MADRIZ,crisgaral97,False,-3.69633,40.40025
1195400462012485632,1839,EuskalHerria,AitorPerosanz,False,-2.91885414,43.26638669
146095722,484208,"Buenos Aires, Argentina. ",ailen_bechara,True,-3.70108796,40.41670718
521366205,282,Santander - España,ColinaOm,False,-3.8044000000000002,43.4639
1337140587498237952,38,,Lasendatuerta,False,-1.43926,40.4084
273605517,541,"Santander, España",oscar_saiz,False,-3.8044000000000002,43.4639
1456218962,223,,juanalsbermejo,False,-1.1303,37.9861
441973399,908,,Ccifuentes17,False,-15.39556,27.85833
982914530,89,"Barakaldo, País Vasco",oscarhr_95,False,-0.377,39.4648
776982908,240,San Fernando Cadiz España,BgdaVentura,False,-6.19511,36.4743799
132589035,174,San Sebastián de los Reyes,Jonhyto13,False,-4.83256,39.95851
47991941,1328,,davidayuso1967,False,-3.71772945,40.42402887
557076972,1022,BCN,annetapedro,False,2.17640221,41.40560346
800430827947442176,20,"Valencia, España",Trastarteando,False,-0.29313098,39.5676291
380221163,1292,Aranjuez,chechu_valbuena,False,-3.58960484,40.03300403
58180319,1000,Sevilla,emiliocarrizosa,False,-5.99995247,37.38887746
308138944,10462,"Madrid, España",chiquitectos,False,-3.7047451000000002,40.4368381
341648025,43,mi mente en el Bierzo,JorgeCampocity,False,-0.98677888,38.70549477
211933965,196,Barcelona,puigventos,False,2.17414399,41.38251159
233620467,197,Aguilar de Campóo,Oxidesign_Noe,False,-4.26320833,42.79406086
2884243551,305,"Vera, Andalucía",androidez_es,False,-1.8025293900000001,37.22819347
254689111,1368,,AvaquerizasP,False,-3.5551,40.4232
2834010419,334,Madrid,lluviaEnMadrid,False,-3.716667,40.383333
1187834312,653,"Madrid, Spain",manukareol,False,-3.70505,40.43852
3153928585,99,"Málaga, Andalucía",PedroMendez_mlg,False,-4.40747973,36.72008667
3257570392,504,España,AndyZunoSpainFc,False,-4.8855,36.509
2834102043,335,Valencia,lluviaEnVlc,False,-0.375,39.466667
618068354,61,España,francisco_sua,False,-3.70836533,40.436034480000004
1619526708,494,valencia,santycarbonel,False,-0.37441205,39.45738998
624558514,1977,Oviedo.Gijón.Asturias.España.,jose9carlo,False,-5.66519,43.54049
18901057,1562,UK/Brasil/España,GuitarCafe,False,0.06069287,40.05291748
117884436,1502,Barcelona,Ldiazalonso,False,-3.70736,40.42138
522294533,451,Cáceres,victorcambero6,False,-6.36667,39.4833
260770383,797,"Malaga, Andalucia",benneton1,False,-4.45309813,36.718066
957589664,4369,"Cataluña, España",FilialCatalunya,False,2.9661584999999997,42.2674999
107013178,748,Madrid,ELBAVALLEJO,False,-3.70767653,40.41143072
62479194,2772,"Burgos, Spain",IVANSARNAGO,False,-3.68827611,42.3395416
127584026,212,"Sevilla, Andalucia, España",akuario13,False,-6.03447,37.40066
761237429072388096,35,"Madrid, Comunidad de Madrid",fjdemi,False,-3.5843,40.36032
1235467003,141,"Madrid, Comunidad de Madrid",QUERUBINES2005,False,-3.71917,40.4279
300311339,373,,aranguey,False,-1.9088249,43.3163512
1603034696,1454,info@gastroguru.es,Gastro_Guru,False,-3.68458,40.42194
1037068558809923584,78,"Almadén, España",Almadenysusrinc,False,-4.8362853999999995,38.77572346
1162805303840301056,9,"Eivissa, España",pakobarba1,False,1.43354416,38.9093352
184959473,733,LA MANCHA y SEVILLA ,DonaireAlberto,False,-3.93079,38.9868499
2838312285,27,España,begonabotana,False,-8.41072,43.35527
87664845,1321,"Cáceres, España",lautarojc,False,-6.36667,39.4833
375743739,314,Sevilla,SarayVela,False,-5.9956932,37.3732152
1151652984,26677,,Laverbeke,True,-3.69745,40.4243
227445041,287,"Barcelona, Espanya",elenajuanes95,False,-0.377,39.4648
1930391958,230,"Agüimes, España",Richard_ARINAGA,False,-15.39220431,27.8579099
107858981,114,,duendenocturno,False,-3.5551,40.4232
361139312,14109,Madrid,Veronicahidher,False,-3.67447078,40.42041465
4493898437,122,"Lugo, Galicia",Miss_Mariquita,False,-7.5603302,43.01656129
1165606292053995520,97,,AdrielCiclista,False,-0.466667,39.4333
984999942,1239,Elche,DeportesSinAdje,False,-0.49525529999999995,38.35411037
1073902588196720640,325,,Tatiana95543557,False,-5.99278191,37.39290176
11192212,2631,"Madrid, España",JeffreyHerrero,False,-3.7028,40.4201
259343694,7722,"Madrid, España.",nicoleolguinf,False,-3.7027031,40.4024612
799060603,1402,"Madrid, Comunidad de Madrid",CarlossFabricio,False,-0.8919,41.64723
849238280,30,,sheilaporta,False,-8.30222349,43.4459974
840563208,79,"Valencia, España",garciabriz,False,-0.377,39.4648
197944513,2918,Beceite-Aragón-Spain,JaviSolfa,False,-0.25583333,40.425
803023064,11,Valencia,vickylandia_com,False,-0.377,39.4648
241031557,107,,S_73MG,False,-4.8855,36.509
552046463,7881,"Madrid, Spain",suzannepowell22,False,-3.85149165,40.4707709
287826955,2244,Salamanca,AlexLorrys,False,-5.66529737,40.99558849
315221348,209,,Parroncete,False,-1.84871447,38.99741335
229151243,114,"Barcelona, España",MrAndres76,False,-5.97108,37.39216
232878377,333,Elche,antoniopardo14,False,-0.7051000000000001,38.2701
292027758,2442,madrid (españa),juanemilioma,False,-3.70356,40.4139
864392892,1225,,belitagl,False,-3.69657487,40.41638978
519854002,368,"Av. Andalucía N° 18, Sevilla",aeciudadjardin,False,-5.96061,37.38727
122723556,1452,Por Sevilla Siempre,GirlSupraHoran,False,-5.9831,37.39505
1448633318,6,,melonhu1993,False,-0.38688000000000006,39.46312
62858378,109,Barcelona,TheQueenOfChaos,False,2.15975,41.40378
2176269728,2510,Barcelona,StarbeneBCN,False,2.14879138,41.39492164
1067888378,1027,Los Angeles,vernlaird,False,2.13614084,41.4031101
2386288420,67,"Barakaldo, España",MagredyS,False,-2.98333,43.3
1324334203,718,"Alaro, Mallorca",CyclingPlanet,False,2.79197,39.7043114
397949695,301,"Madrid, Comunidad de Madrid",AguFreeFallen,False,-3.7028,40.4201
779374964784988160,119,"Málaga, España",carclubrenting,False,-4.46969,36.70673
2808740398,144,Cuba 30 - Valencia,chevinscuba30,False,-0.37689415,39.46164948
325689220,387,"Grenoble, Francia",tatyturriaga,False,-3.3664161999999997,40.4813843
1248726656501628928,15,"Jaca, España",robgonzalezdiaz,False,-0.55535961,42.56715742
35044281,12521,"Valencia, pero de Asturias",comoju,False,-0.366,39.46641
1353132416077062144,80,Bergondo,aguslp1274,False,-8.23111,43.31345
417115662,712,MONDÉJAR,monteluca22,False,-6.36667,39.4833
401867260,1934,España italia portugal,Akura_medical,False,-3.6274100000000002,40.43735
922871743,393,"Trujillo, España",VictoriaTru98,False,-6.36667,39.4833
2470461019,271,C/ Alta 109 - 39008 Santander,SIRPrint_QIA,False,-3.8217600000000003,43.45835
1116996727,236,"C/ Luján Pérez, 53",FlorModerna,False,-15.42992,28.15062
459477808,697,Estadio de Riazor,carrinho_7,False,-8.4175908,43.36888152
3038734485,1626,Málaga,SuSiMarcos_2010,False,-4.42227,36.71633
427270898,1601,"Plaza de la Unión,2 Gasteiz ",MrCafetaza,False,-2.65002,42.85051
875433438,491,"De Salamanca, en Madrid ",veracoteloc,False,-3.68201315,40.41370364
69272085,12177,100% Autentico ,Mrkarty,False,-3.6975,40.3501
1242235462565101568,15,"Sevilla, España",PEPALARA_7,False,-6.00198,37.3879
445774415,189,"Santa Coloma de Gramenet, Cata",juankamaspinell,False,2.21667,41.45
1338255824628674560,276,"Barcelona, España",ninfo_sonia,False,2.17164805,41.3750036
132439956,4969,"Málaga, Andalucía",wono_dj,False,-5.18138889,36.86416667
268693198,190,Madrid - España,PedrazaSantiago,False,-3.68661094,40.46103497
1349102652743946240,116,"Barcelona, España",LaChinaLina1,False,2.20244361,41.40005417
444575299,337,BILBO • Pamplona,MaiderEgiguren,False,-5.97108,37.39216
2954412032,121,"Madrid, Spain",vivionitier,False,-3.6438800000000002,40.40882
1514122621,1851,Aquí y allá,gasta_suelas,False,-6.04163,40.4666
448968145,328,Albal,SandraRaga97,False,-0.377,39.4648
713242410,73,Valencia,winterwodpecker,False,-0.377,39.4648
582923305,24,,Estela_algo,False,-6.05218,40.49328
567314410,436,"Salamanca, España",arturosantos12,False,-5.66117778,40.96418333
2726485128,62,Avda. María Zambrano n16 LOCAL,Islandfc,False,-0.88864031,41.66989811
539429012,56,,triz_bearedondo,False,-3.68333,40.4
1023696859,1693,,jjmaraque,False,-1.8592427599999999,38.98872527
1007498934,40,Les Roquetes del Garraf,ManoloVijande,False,1.7501531300000002,41.22912904
165455182,2148,Gijón. Principado de Asturias,JValdesVeiniere,False,-5.64896822,43.5387338
284151631,45,Barcelona,NuMoJiSa,False,-4.6965899,40.65076
395341758,69,"Madrid, Spain.",Parti23,False,-3.61304,40.86407
147724676,245,Lalin,CarmenAnsedes,False,-8.5514183,42.874736
243305957,7575,"Calle Libertad 8,Madrid",libertad8cafe,False,-3.69733,40.42069
1330838848235065344,71,Madrid,LavapiesRadio,False,-3.70239997,40.41026003
2594958548,687,Malaga,_MartinaDorta,False,-3.68664676,40.420679
1173575975218700288,1758,Madrid,Leofficial77,False,-15.5822508,27.75830761
157976321,1470,"Barcelona, España",alsurcafebcn,False,2.14444,41.37118
348432814,1222,Bajo tu abrazo.En la delantera,FERverscente,False,-0.40779722,39.46845556
890232259776794624,260,"Burgos, España",delademanda_Bur,False,-3.69692087,42.34197222
89165765,27536,Madrid,martuniki,True,-3.5551,40.4232
254193917,670,Cehegin,VicenSkywalker,False,-1.23972,38.0267
399939492,68,"Málaga, España",laplayacarlos,False,-4.36498,36.72032
94522169,527,Madrid,victormmarquez,False,-4.36796061,36.71972976
2378742043,106,valencia,alvarotriatlon,False,-0.33299049999999997,39.5691757
159032982,195,"Santa Coloma de Gramenet, España",Riverita88,False,2.21667,41.45
701379658600882176,168,"Elche, España",juancaitan999,False,-0.74404,38.22707
612404395,546,,OlgaLorente1,False,-3.7018001,40.4425316
459654350,1224,"C/ Major, 5. Calpe (Alicante)",CalpPsoe,False,0.047380000000000005,38.6459
88684478,1710,Madrid - Spain ,PeterBetancourt,False,-3.7028,40.4201
226471905,665,Bilbao,JosebaEskuza,False,-2.20454106,43.30378648
171432221,427,Madrid,pangea_ele,False,-8.55246964,42.87383606
42004114,2340,"Canary Islands, Spain",sheilacrosby403,False,-17.77551,28.64167
