c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
10.995134269188071,1.6159425071339313,2.2307569994298797,4.409527428311916,3.73278792737674,3.746948450827464,4.471150563596515,5.1973575804163135,13.083476009257973,6.609984852483894
6.105299254392415,1.298866664490247,2.286491907421103,3.495203035787168,3.4745854130133496,7.51040606839025,4.555877590237641,10.681616683990818,11.567107983213832,14.255277681550261
11.17569507574659,1.1765396574043285,2.7750847051562375,3.6723722832220673,5.3894785215572725,5.1185853474642,2.10992096944518,5.7446893328669315,10.428848034149338,7.301479063738609
8.628042222766744,1.0156929806743062,2.737931000508928,4.9518848135294,3.5579975034420253,7.841566704582119,4.449535737658027,9.855917404635504,8.337311644767638,7.333546737856857
3.537938147505985,0.8466596515145195,3.0781580383953475,2.4170578300725616,3.629694599419667,6.090407870469658,4.114149424477926,6.458543963156595,12.467835128724857,14.637195979501996
4.99056167362407,0.7835062439956234,2.8606603680503313,4.764940419903647,5.4687550735812085,3.8273417063885873,2.021803667668514,10.595497447466895,11.767181372508531,8.24096691845327
7.818728028537413,0.8852026937183575,1.5481484851002825,3.0395787527612934,4.483566135936666,7.025536260205209,2.462271527144633,9.894545917918366,12.74729063852904,14.179355742736515
7.462656296568543,1.5697811939240633,1.4339131375929974,2.2443075094610023,2.800654258627656,3.4362840445620746,2.18426819043251,9.405476780018965,10.84818633755069,10.261862947667424
9.68812049630221,1.2893343682242258,1.8465365558066362,2.9569527817847745,5.338091499584744,5.643368015701319,2.765275020884863,5.705103166134208,9.565314643301772,7.385378829471719
6.094239701025975,1.1174005324138205,3.0987671514876682,3.9131504709455056,6.641435983123124,4.798562964566544,3.9951734990917958,8.601687793175413,11.553303929338131,10.825902033958052
9.00948191164647,0.9852121619244356,1.707749445900561,2.3485598368861442,6.505800348004041,5.543930739687637,4.731201630901235,9.94339974636815,12.009329599259182,7.371791595032155
5.920969849931756,1.0250959411679752,3.2396398773817845,3.582579388889014,5.21642468891053,5.845392365160502,2.1126522427330614,6.177392174237907,6.802895926494881,13.751232805283212
8.967805459352691,0.8195401441988437,2.838713586315557,4.458137831790889,5.595740012901019,7.317855747850403,4.233841607668875,5.410452613025287,9.579395598805412,11.240764963461915
8.908549017698965,1.2007160928255811,3.215970600267153,4.056563843807477,4.053859307138085,6.107784010601279,4.696639706892116,9.429790925195517,9.541206606459852,13.312280737995973
4.950368084238436,0.9450039344783814,1.5206036613156901,4.231522645692961,3.169666031211719,5.394209971215473,2.9905851923518023,9.581135598902137,6.11114929697594,11.059974428909996
