player_id,league,game_number,milestones,time_seconds,score
L1_P01,1,1,40,44.43964664489604,121.23537362618892
L1_P01,1,2,40,65.4782659803358,115.00892168780236
L1_P01,1,3,40,53.918244288241006,117.1203876018184
L1_P01,1,4,37,70.87025287109631,109.06317964325574
L1_P01,1,5,38,71.1113698110307,114.27147092258764
L1_P01,1,6,39,67.70561991645033,121.55699083573299
L1_P01,1,7,28,68.31776198836687,92.76756267284537
L1_P01,1,8,35,62.589400993919796,104.14587568452654
L1_P01,1,9,41,64.33547544801743,120.4120505441476
L1_P01,1,10,39,50.80984795880977,124.09945644644034
L1_P01,1,11,35,75.20442140985944,104.22173163456955
L1_P01,1,12,42,62.249116176428025,123.8882087814917
L1_P01,1,13,35,67.739234982838,107.33445687528564
L1_P01,1,14,40,56.12000647587894,122.24733974262244
L1_P01,1,15,41,90.52466898591842,115.61824153810133
L1_P01,1,16,37,58.24674315590434,111.0978469499907
L1_P01,1,17,36,40.0,115.05875294891801
L1_P01,1,18,39,61.453971465160016,124.21056487922334
L1_P01,1,19,39,71.81281073816918,115.56027056803097
L1_P01,1,20,29,68.08231585541539,94.66558739617548
L1_P02,1,1,36,69.6779866350863,112.2972247013206
L1_P02,1,2,44,54.22979565738808,137.1574984951223
L1_P02,1,3,35,70.48231076537071,107.8472901623957
L1_P02,1,4,38,63.748642435760715,118.52300120452084
L1_P02,1,5,38,53.815964167903594,119.78616674012949
L1_P02,1,6,39,61.669487843684756,127.57383736017665
L1_P02,1,7,38,69.52879160335053,117.03221281678148
L1_P02,1,8,39,59.743660106180144,121.38418631556557
L1_P02,1,9,39,76.06374314181463,123.0398955727248
L1_P02,1,10,37,84.19371149525836,118.58927056207816
L1_P02,1,11,46,75.96452525266481,139.16880010976035
L1_P02,1,12,35,48.930845671394955,115.55791529051811
L1_P02,1,13,40,61.75532687650515,122.75935540506264
L1_P02,1,14,39,58.547731286537086,122.21175153707668
L1_P02,1,15,34,63.590549598318034,115.28459420908408
L1_P02,1,16,41,62.55980438739763,131.8602101477191
L1_P02,1,17,36,67.4342051077247,114.99075318822695
L1_P02,1,18,35,63.10651225247753,111.31316845534779
L1_P02,1,19,33,61.04779201536373,107.71411655830798
L1_P02,1,20,31,72.04989101124718,102.64668371787141
L1_P03,1,1,38,71.46343227339523,111.65219724016333
L1_P03,1,2,39,71.79002975564802,114.91604530329808
L1_P03,1,3,34,65.97547352282747,120.23772706470045
L1_P03,1,4,42,72.73691023571354,123.02304077564891
L1_P03,1,5,37,57.42024384606609,115.92859940882325
L1_P03,1,6,35,66.00752956244156,106.70911070078199
L1_P03,1,7,35,53.34324073962699,111.16916795409257
L1_P03,1,8,40,52.830032511831135,124.27712345089279
L1_P03,1,9,41,79.15358065688466,116.22407561483695
L1_P03,1,10,38,74.34564207836245,112.21466114390864
L1_P03,1,11,36,40.0,119.5923425878254
L1_P03,1,12,39,50.75073660159143,126.99436526603186
L1_P03,1,13,42,58.01180457225584,128.17040809605587
L1_P03,1,14,38,96.63556563236867,110.86394776390718
L1_P03,1,15,42,70.51416542201672,120.70619491288501
L1_P03,1,16,37,73.96567219916179,108.34224376988246
L1_P03,1,17,38,57.70530207778444,119.75622706039019
L1_P03,1,18,40,51.35699643440358,126.21094448277057
L1_P03,1,19,34,74.78206501843863,107.34457912428593
L1_P03,1,20,34,55.53397576243913,113.18902146938352
L1_P04,1,1,41,64.98414989436243,126.60444103337547
L1_P04,1,2,29,68.96061137835665,91.71936074836195
L1_P04,1,3,33,75.31390097606914,104.52269752364447
L1_P04,1,4,32,66.50988397314771,102.49718926072761
L1_P04,1,5,40,70.07229957426716,119.77134041776077
L1_P04,1,6,34,71.42130868732573,101.42571961856754
L1_P04,1,7,31,68.45235659758045,96.26848874926557
L1_P04,1,8,36,48.043475999619844,118.57293056177295
L1_P04,1,9,31,67.95722463728207,103.62318418643122
L1_P04,1,10,35,79.14308370261111,110.16837364883288
L1_P04,1,11,33,64.14544651419617,100.32947450558464
L1_P04,1,12,41,98.25760594061464,119.04035818292265
L1_P04,1,13,40,78.01776866168251,121.43627700963553
L1_P04,1,14,39,60.17758340454603,119.29577320145539
L1_P04,1,15,38,67.03034572327564,114.2575393327927
L1_P04,1,16,37,64.01887971963853,114.51754116732637
L1_P04,1,17,37,64.12167841839573,115.7347885845748
L1_P04,1,18,36,61.50334831376034,112.42181208604484
L1_P04,1,19,39,86.0561998256806,116.54368047059539
L1_P04,1,20,40,65.5230390086362,116.21840658035325
L1_P05,1,1,30,66.51575652987535,98.46633017723663
L1_P05,1,2,34,85.19921408343973,96.39303384587065
L1_P05,1,3,31,71.99448116052874,95.81211612623024
L1_P05,1,4,30,68.02524443632433,102.82764511405554
L1_P05,1,5,33,85.29064929710897,98.23994722624053
L1_P05,1,6,32,82.48744551731095,93.8561115016204
L1_P05,1,7,37,66.60201463106985,116.5060723338501
L1_P05,1,8,34,58.874582862426564,102.95314150061985
L1_P05,1,9,28,60.19382512054281,99.8565700637622
L1_P05,1,10,37,68.84339461626631,115.04028789134298
L1_P05,1,11,27,70.48765776409678,86.88693040571472
