c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,label
6.813857075935233,0.973234899319932,2.3171354912169084,2.1072141640855317,5.388552083898581,6.415127832301818,4.260358785718116,10.817940258743603,13.231958384348477,12.358912877450875,2
4.007715432287464,1.3141927042195674,2.5231580564397555,3.3793992104644746,2.895602276566617,6.17980213831461,4.5308264447790485,7.671416717065326,9.926152890255146,7.698450147772254,1
5.4875684670474225,0.9281208443309481,2.1363094107111698,4.889532357843233,4.63462431806115,4.2641913804470795,2.803577641440226,8.277808648215858,10.464496042361372,6.263394143872979,2
8.857509246474176,0.7452147984681805,1.7869005827953004,2.2869683126670344,2.7667833380931075,5.939361066733422,3.4186227969448875,5.90835516232652,6.828993522435178,12.533898892627167,1
7.485688609956903,0.8223478255039934,1.4716151552177221,2.6087685717753666,5.503963076700067,5.089463166700009,2.2361058375582843,6.8599379215342875,6.18938273100583,12.799743972761052,2
11.50636836846604,1.3668715614589435,1.5332120672380882,3.8555511148389585,4.515165782998842,7.414435277101623,4.3612329289341165,7.029539095504238,5.834861758202976,8.111573703056331,4
9.031198315465417,1.568088851846926,2.6560321005772236,4.5723335806331775,2.749592602262184,8.121515717084028,4.941154527299242,11.027459896988288,8.389425396046784,11.995452001026573,4
10.023410182941356,1.5246438958289137,1.747817867566242,4.585683736951361,4.786468800850297,6.390753920739141,4.31344787238583,5.923514302201275,11.65726237970496,14.84618266674715,4
3.6517248967661136,1.6428668835154303,1.5441816520897937,4.335928419195973,6.056064204108357,8.007444417376458,4.209569181140646,6.830513812010813,10.425816659119828,10.83302709968288,2
9.302777766372788,1.0736939722707295,3.288665277779643,2.8159045812344656,6.530075599580684,5.979903393554301,3.3654742437105285,5.016470439994196,10.199124113574523,7.697515007195725,4
2.653726761946612,1.1103281233728148,2.458273253282672,2.975116425152716,3.024240348563228,5.700675946321816,4.3959723263024255,4.894007223672508,11.667664283285017,13.67205099026043,2
4.880160476128129,1.2217593773489421,1.5214868167369406,3.2915084440111175,6.48200252993723,4.540416610690685,2.4298177684631206,10.787097138754861,6.697962096684266,12.379721161167389,3
8.936413690511838,1.462993155698638,2.1849048916176343,2.8186344163898998,3.342324945913111,4.110778989218172,3.769290775121071,6.455233543752665,10.677044451779174,13.441738818618377,3
6.937061554381153,1.4144492054878874,3.2273862155343886,3.7600159829229436,6.636613970258176,4.653326474005614,2.3260253034763245,9.018674626060243,7.320991234505257,14.905642168387537,2
6.508611334817585,0.6738581100708425,1.6874215206469962,4.01682493725501,6.471871921787269,5.014223066476633,2.4492177999220175,4.726802838958775,8.818076703284461,9.480313381525301,2
3.2963961902513614,0.7696118200117974,2.9549961862324814,3.6298884645825726,6.008141216539338,7.1764746310654965,2.006250441177423,10.01106964879195,7.8042550970658215,7.481339407267313,2
5.8450080259495785,0.8192228373581563,1.4523822871994736,4.95049455923483,2.9310035575434057,4.195988587242572,4.348637822548364,8.928214992212045,6.866223164712977,8.580779358537301,2
2.5033125679778876,1.4707934677738568,3.1933429235524646,3.754575982803624,5.131908490607311,4.172037448049723,4.2828139390338364,9.73624965566552,9.519946080694028,7.681533170856233,3
9.63788459181592,0.7983587136755874,2.4365597498112006,2.836359046793179,3.957219240781514,7.52982407174263,3.058113363278053,6.938180701856616,6.823643581430625,12.801484320089925,2
11.647700381594415,1.19108463794206,3.1072667371871647,3.2967375471993163,3.3463653004298224,3.5310586484579964,3.517329438339962,9.737219777959355,11.729100639709566,9.353342304272946,3
3.7006519135996063,1.2803832006124134,3.2680498051529314,4.532442940034527,3.109834641962901,7.993350277024769,3.1242956558456263,9.812258512647645,10.900145716319786,8.137971668565374,4
9.98065371415319,0.7859402536644609,2.123157897266325,4.61234837253852,3.1058874802366887,4.315826949473765,4.655570589611942,7.659299320871364,12.51988564433574,14.135850407854178,2
9.688468735529689,1.525122567316439,2.80063502768276,2.37580589880361,5.109460471468789,7.096400692394025,3.157966269311124,6.083509894166147,7.790685677927962,10.744420394471755,2
9.115924937328789,0.676288291871177,3.329366242449404,4.393247859684135,3.027542078499258,5.4482824263951555,3.2511447164106104,9.2190883442138,9.325200997789281,8.623423324015214,4
8.875347998269985,1.6558034976311946,1.7651335032899702,3.3938152134938537,6.293881696700816,6.644078890065097,3.4355386018879774,8.547067120858383,12.324000741534157,11.99248415172145,3
6.130867557653919,0.8959511091563847,2.8099779056899328,3.2136587666848824,5.729617742633639,6.311624907435059,4.4845125503194,7.153440186205085,6.601547292070405,13.879318091088894,3
2.571657713373636,1.2487174647998796,1.3386777835413828,2.1418830896092196,3.1716410868382034,6.8349861700109305,4.101060081694178,6.540687442924514,6.022596128811642,14.940846055378403,3
3.028958280528493,0.7177488521099382,3.0573641243441743,4.238200037476763,4.606849207196433,7.99995089363021,4.059368452193492,5.882092017161778,11.706828562661558,9.85317570260558,2
9.921914058409605,1.369125424493584,3.299602762240651,4.788397245991758,5.678418843177057,4.39051527581717,2.796836803656822,8.39711544505372,11.470221421286213,7.602093733649327,3
