id,screen_name,name,created_at,location,localidad,provincia,distrito,seccion,foto,foto/vídeo,hora,verified,friends_count,followers,tweets,Número de Tweets,video,'¡','!','¿','?',URLs,adjetivos,emojis,gerundio,hashtags,infinitivo,longitud media palabras,mayúsculas,menciones,modo imperativo,modo indicativo,modo subjuntivo,números,palabras,palabras vacías,participio,plural,primera persona,proporción palabras correctas,segunda persona,sentimiento medio emojis,singular,sustantivos,tercera persona,tiempo condicional,tiempo futuro,tiempo imperfecto,tiempo pasado,tiempo presente,verbos,cambio1518,mediana,rentapaismin,rentapaismax,rentacommin,rentacommax
372826254,heryartes,heryartesrd,2011-09-13T13:57:38.000Z,#ISantoDomingoEste,Soto del Real,Madrid,01,1,0.1591160220994475,0.48287292817679556,18,0,1661,1059,34809,905,0.3237569060773481,0.11752136752136752,0.33974358974358976,0.04700854700854701,0.0811965811965812,0.9017094017094017,0.6282051282051282,0.7371794871794872,0.06623931623931624,1.1452991452991452,0.42094017094017094,4.668330682728629,7.333333333333333,0.26495726495726496,0.008547008547008548,1.6217948717948718,0.14957264957264957,0.27350427350427353,15.512820512820513,7.576923076923077,0.07692307692307693,0.4807692307692308,0.38675213675213677,0.9671678232525514,0.057692307692307696,0.09683811558811559,1.3205128205128205,2.4166666666666665,1.356837606837607,0.021367521367521368,0.10897435897435898,0.07051282051282051,0.19230769230769232,1.3995726495726495,2.3653846153846154,9,17850.0,71,76,46,50
1349565744,sevilolo1974,Manuel Cruz,2013-04-13T15:58:59.000Z,Escacena del Campo,Sevilla,Sevilla,Macarena,23,0.0,0.0,5,0,848,157,13732,275,0.0,0.0,0.0,0.0,0.0,1.010909090909091,0.5818181818181818,0.0,0.0036363636363636364,0.0,0.0,3.7894686463269367,7.621818181818182,0.9054545454545454,0.0,0.0,0.0,0.0,11.341818181818182,1.1418181818181818,0.0,0.0,0.0,0.204554112554113,0.0,0.0,0.0,0.6036363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0036363636363636364,9,8750.0,0,2,2,3
370911956,ojosdeltigre,Los Ojos del Tigre,2011-09-09T21:16:34.000Z,"Madrid, España",Madrid,Madrid,Centro,99,0.0,0.0,20,0,396,4422,8840,199,0.0,0.0,0.45226130653266333,0.005025125628140704,0.010050251256281407,0.15577889447236182,1.6733668341708543,0.7939698492462312,0.16080402010050251,0.12562814070351758,0.8241206030150754,4.543935188186044,3.7336683417085426,0.7085427135678392,0.010050251256281407,1.4371859296482412,0.1306532663316583,1.1055276381909547,21.12060301507538,10.43718592964824,0.3417085427135678,0.628140703517588,0.41708542713567837,0.9417952077080234,0.01507537688442211,0.13630653266331658,0.9698492462311558,3.829145728643216,1.1658291457286432,0.020100502512562814,0.03015075376884422,0.06030150753768844,0.06532663316582915,1.4120603015075377,2.9246231155778895,13,18550.0,76,79,53,56
197339107,MiticoPastor,JPASTOR,2010-10-01T07:00:44.000Z,Valladolid - España,Valladolid,Valladolid,10,49,0.8170731707317073,0.823170731707317,21,0,903,742,5936,164,0.006097560975609756,0.0,2.1379310344827585,0.0,0.20689655172413793,1.0,0.41379310344827586,15.89655172413793,0.034482758620689655,5.206896551724138,0.034482758620689655,4.683059182197114,28.482758620689655,0.034482758620689655,0.0,0.3793103448275862,0.0,0.0,6.379310344827586,3.586206896551724,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.9364532019704433,0.0,0.8468513000409552,0.3448275862068966,0.8275862068965517,0.3448275862068966,0.0,0.0,0.034482758620689655,0.0,0.3448275862068966,0.4827586206896552,9,26250.0,95,96,98,99
293091302,JoaquiinCP91,Joaquín,2011-05-04T18:58:06.000Z,"Murcia, España",Murcia,Murcia,08,6,0.03111111111111111,0.03111111111111111,17,0,3107,1122,82443,225,0.0,0.01834862385321101,0.24311926605504589,0.05045871559633028,0.05963302752293578,0.3440366972477064,0.6513761467889908,0.2798165137614679,0.1559633027522936,0.6697247706422018,0.45871559633027525,4.464741036474692,2.697247706422018,0.21559633027522937,0.013761467889908258,1.2110091743119267,0.06880733944954129,0.16972477064220184,12.889908256880734,6.784403669724771,0.09174311926605505,0.2798165137614679,0.44036697247706424,0.9638167550647878,0.0779816513761468,0.0963302752293578,1.0321100917431192,1.9495412844036697,0.7935779816513762,0.01834862385321101,0.0963302752293578,0.05504587155963303,0.07339449541284404,1.055045871559633,2.018348623853211,7,11550.0,6,11,7,14
16798736,JulioGil,Julio Gil ,2008-10-16T01:13:20.000Z,"Madrid, España",Madrid,Madrid,Carabanchel,1,0.0,0.0,21,0,2342,1164,47782,302,0.0,0.009933774834437087,0.0695364238410596,0.06291390728476821,0.09271523178807947,0.3609271523178808,0.6258278145695364,0.6423841059602649,0.09933774834437085,0.28807947019867547,0.2980132450331126,4.938160464301367,3.562913907284768,0.38079470198675497,0.03642384105960265,0.9933774834437086,0.10264900662251655,0.17549668874172186,11.586092715231787,5.3841059602649,0.07947019867549669,0.27483443708609273,0.16556291390728478,0.8807861308985461,0.029801324503311258,0.21495584988962474,0.8940397350993378,1.7615894039735098,0.9735099337748344,0.03642384105960265,0.04304635761589404,0.06622516556291391,0.18874172185430463,0.7980132450331126,1.6456953642384107,16,15050.0,41,48,23,29
63309274,Alfonsolighting,Alfonso T.Suárez,2009-08-06T00:25:11.000Z,Madrid-España,Madrid,Madrid,Arganzuela,83,0.004219409282700422,0.004219409282700422,8,0,828,2579,42993,237,0.0,0.0,0.4745762711864407,0.0,0.07627118644067797,0.2796610169491525,0.5847457627118644,0.559322033898305,0.09745762711864407,0.8771186440677966,0.2796610169491525,4.3367925982984135,3.0042372881355934,0.4533898305084746,0.03389830508474576,1.2542372881355932,0.11864406779661017,0.13135593220338984,12.13135593220339,6.436440677966102,0.046610169491525424,0.3050847457627119,0.2542372881355932,0.9368458503028005,0.11864406779661017,0.24364406779661016,1.13135593220339,2.0720338983050848,1.0635593220338984,0.029661016949152543,0.0211864406779661,0.11440677966101695,0.16101694915254236,1.076271186440678,1.8601694915254237,7,20650.0,85,87,62,65
413713884,Kayastur,Kay,2011-11-16T05:21:27.000Z,Asturias,Gijón,Asturias,06,23,0.23076923076923078,0.23076923076923078,14,0,313,76,1193,13,0.0,0.0,0.0,0.2,0.3,0.4,1.1,1.1,0.0,1.6,0.4,4.806059145458122,3.6,0.7,0.0,1.7,0.2,0.3,17.0,8.2,0.1,0.5,0.4,0.9296457607433217,0.0,0.03333333333333333,1.5,2.6,1.6,0.1,0.2,0.0,0.0,1.7,2.5,4,18550.0,76,79,68,75
304645793,MikePadilla9,Soft smol cat,2011-05-24T21:32:32.000Z,"Sevilla, Andalucía",Camas,Sevilla,03,2,0.0012755102040816326,0.0012755102040816326,23,0,445,553,88074,784,0.0,0.0,0.035759897828863345,0.034482758620689655,0.10600255427841634,0.08684546615581099,0.5185185185185185,0.1136653895274585,0.09195402298850575,0.006385696040868455,0.4559386973180077,4.526113892164146,2.0408684546615583,0.019157088122605363,0.005108556832694764,1.0459770114942528,0.08812260536398467,0.14687100893997446,9.008939974457215,4.827586206896552,0.08173690932311622,0.13665389527458494,0.5006385696040868,0.9059199766014436,0.033205619412515965,0.0058039797305648256,1.016602809706258,1.491698595146871,0.6181353767560664,0.0140485312899106,0.01277139208173691,0.07407407407407407,0.08301404853128991,0.9642401021711366,1.7828863346104726,19,12950.0,18,25,55,64
149403185,Marcospandereta,Albañil con carrera.,2010-05-29T05:49:49.000Z,"Huertas de Animas, Cáceres.",Trujillo,Cáceres,01,3,0.026881720430107527,0.026881720430107527,19,0,1226,797,26079,186,0.0,0.0,0.3812154696132597,0.0,0.11049723756906077,0.4585635359116022,0.5469613259668509,0.3259668508287293,0.13812154696132597,0.9613259668508287,0.44751381215469616,4.7021199829414595,3.0331491712707184,0.5359116022099447,0.055248618784530384,1.3314917127071824,0.16574585635359115,0.03867403314917127,13.088397790055248,7.0,0.13812154696132597,0.5524861878453039,0.47513812154696133,0.9299984435991235,0.11602209944751381,0.12246777163904236,1.022099447513812,1.9834254143646408,0.9834254143646409,0.022099447513812154,0.06629834254143646,0.0718232044198895,0.11602209944751381,1.2430939226519337,2.298342541436464,7,11550.0,6,11,24,41
